мЮХЛЕМНБЮМХЕ;йНК-БН;жЕМЮ ОНЯР;жЕМЮ ПНГМ;дЮРЮ;оНЯРЮБЫХЙ;оПНХГБНДХРЕКЭ;яРПЮМЮ
йнкцеир люйя акеяй 100лк;1.0;80.7;114.67;2015-02-10 00:00:00.00; ннн "тХПЛЮ цхяя";;
юяйнпхк щйяоейрнпюмр яхпно 200лк;2.0;276.65;369.74;2015-02-10 00:00:00.00; ннн "тХПЛЮ цхяя";;
цюмюрнм 50лц ра ╧40;1.0;412.5;546.48;2015-02-10 00:00:00.00; ннн "тХПЛЮ цхяя";;
реяр мю аепел FRAUTEST ╧2;1.0;75.46;105.41;2015-02-10 00:00:00.00; ннн "тХПЛЮ цхяя";;
ремнрем ра ╧40 деряйхи;1.0;151.47;202.28;2015-02-10 00:00:00.00; ннн "тХПЛЮ цхяя";;
рпхледюр 200лц ра ╧30;1.0;268.73;359.78;2015-02-10 00:00:00.00; ннн "тХПЛЮ цхяя";;
лекнйяхйюл 15лц ра ╧10 нгнм;2.0;68.2;91.95;2015-02-10 00:00:00.00; ннн "тХПЛЮ цхяя";;
щяяемжхюке тнпре 300лц йюоя ╧100;1.0;1537.91;1974.49;2015-02-10 00:00:00.00; ннн "тХПЛЮ цхяя";;
юяохпхм йюпдхн 100лц ра ╧56;2.0;189.42;227.35;2015-02-10 00:00:00.00; ннн "тХПЛЮ цхяя";;
цкхтнплхм 1000лц ра ╧60;1.0;263.23;314.93;2015-02-10 00:00:00.00; ннн "тХПЛЮ цхяя";;
нрпхбхм 0,05% яопеи 10лк;1.0;131.01;158.19;2015-02-10 00:00:00.00; ннн "тХПЛЮ цхяя";;
йернопнтем цекэ 2,5% 50ц;2.0;48.95;62.98;2015-02-10 00:00:00.00; ннн "тХПЛЮ цхяя";;
ахянопнкнк 10лц ра ╧30;1.0;24.97;32.75;2015-02-10 00:00:00.00; ннн "тХПЛЮ цхяя";;
йняршкх оюпю я ондкнйнрмхй пец он бшя;1.0;843.03;1095.93;2015-02-10 00:00:00.00; ннн "тХПЛЮ цхяя";;
гек юо ьюло фемэьемэ 350лк;1.0;83.88;115.06;2015-02-10 00:00:00.00; ннн "тХПЛЮ цхяя";;
ярнлюрнтхр тк 100лк;2.0;178.64;236.36;2015-02-10 00:00:00.00; ннн "тХПЛЮ цхяя";;
рхлнкнк 0,5% цк йюокх 5лк юйня;1.0;20.13;25.67;2015-02-10 00:00:00.00; ннн "тХПЛЮ цхяя";;
мнпрхбюм 80лц ра N30;1.0;218.68;294.83;2015-02-10 00:00:00.00; ннн "тХПЛЮ цхяя";;
рюбюмхй 500лц ра ╧10;1.0;915.53;1067.96;2015-02-10 00:00:00.00; ннн "тХПЛЮ цхяя";;
кхднйюхм 10% яопеи 50лк (38ц) бхюк;1.0;310.09;373.48;2015-02-10 00:00:00.00; ннн "тХПЛЮ цхяя";;
слйюкнп п-п 20лк;1.0;197.89;264.37;2015-02-10 00:00:00.00; ннн "тХПЛЮ цхяя";;
опноеккеп PORE VACUUM цекэ д/слшб о/вепм рнв 200лк;1.0;75.78;105.97;2015-02-10 00:00:00.00; ннн "тХПЛЮ цхяя";;
йндекюй мен яхпно 100лк;4.0;110.33;144.69;2015-02-10 00:00:00.00; ннн "тХПЛЮ цхяя";;
юмбхлюйя онп ╧3 люкхмю;1.0;76.56;104.21;2015-02-10 00:00:00.00; ннн "тХПЛЮ цхяя";;
дхйкнтемюй цекэ 5% 30ц яхм;3.0;34.76;46.31;2015-02-10 00:00:00.00; ннн "тХПЛЮ цхяя";;
мнбхцюм ра ╧10;1.0;77.99;103.38;2015-02-10 00:00:00.00; ннн "тХПЛЮ цхяя";;
кеийнокюяршпэ лнг 2у10 яюкхонд;1.0;27.39;37.17;2015-02-10 00:00:00.00; ннн "тХПЛЮ цхяя";;
гсам ыерйю йнкцеир рпнимне деиярбхе япед;1.0;40.23;55.23;2015-02-10 00:00:00.00; ннн "тХПЛЮ цхяя";;
гбегднвйю мнг яопеи 0,1% тк 15лк;1.0;64.79;78.57;2015-02-10 00:00:00.00; ннн "тХПЛЮ цхяя";;
целюрнцем дер рспан ьйнкэмхй 35ц;1.0;7.67;11.1;2015-02-10 00:00:00.00; ннн "тХПЛЮ цхяя";;
опегепбюрхбш цнпняйно кчабх ╧3;1.0;22.99;27.91;2015-02-10 00:00:00.00; ннн "тХПЛЮ цхяя";;
деоюйхм упнмн 300лц ра ╧100;1.0;1073.05;1224.7;2015-02-10 00:00:00.00; ннн "тХПЛЮ цхяя";;
йсйю яхпно 100лк;2.0;48.4;65.25;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
дпюйнью г/о цекэ дер йксамхйю 60лк;1.0;30.79;44.64;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
убнимши йнмжемрпюр 800ц йедп;1.0;31.39;45.51;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
яейпер оюпюжекэяю йпел-аюкэгюл д/р 75лк;1.0;56.45;78.54;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
беярхан 8лц ра ╧30;1.0;124.08;148.66;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
дпноях кедемжш гелкъмхйю 3,25ц;1.0;9.09;13.18;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
онкшмх м-йю 25лк;1.0;18.48;23.82;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
яхмсопер йюокх 100лк;1.0;249.7;344.87;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
йнлокхбхр люлю ра ╧60;1.0;178.35;240.77;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
бюкепхюмю о 200лц дп ╧50 оюпютюпл;1.0;14.16;20.5;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
юкреи яхпно 125лк;2.0;31.5;42.52;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
юлапнаеме яхпно 100лк;1.0;103.52;124.83;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
ахтхдслаюйрепхм тнпре 5днг оюй ╧30;1.0;317.58;384.03;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
цейяхйнм 16лц бюц яб ╧10 мхфтюпл;1.0;234.63;282.99;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
цпекйю ╧1;2.0;88.67;119.7;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
йюлтнпмне люякн 10% 30лк;1.0;8.35;11.27;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
кюгнкбюм п-п д/хмц-и 7,5лц/лк 100лк;2.0;330.45;401.87;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
кедемжш кюйпхвмше 50ц;1.0;28.42;37.97;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
кедемжш яхкю 4-у рпюб 50ц;1.0;32.92;47.73;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
кеийнокюяршпэ 4у500;1.0;34.21;44.06;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
кем яелемю 100ц;1.0;10.35;13.97;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
меипнлскэрхбхр ра ╧20;1.0;151.91;201.22;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
мн-ьою 2лк юло ╧5 хмд союй;2.0;85.82;103.11;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
оепрсяяхм тк 100лк;8.0;19.8;26.72;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
оепрсяяхм тк 100лк;2.0;19.8;26.72;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
пюдебхр юйрхб люгэ 35ц;1.0;302.39;407.69;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
пелюмрюдхм 50лц ра ╧20;2.0;34.25;46.23;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
пхн гюлемхрекэ яюуюпю ╧1200;1.0;107.9;145.66;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
яеммю кхяр 50ц;1.0;14.56;21.11;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
яхнтнп 850лц ра ╧60;1.0;302.12;364.08;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
яоюгцюм ра ╧10;10.0;21.868;28.85;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
яскэтюяюкюгхм 500лц ра ╧50;2.0;250.69;298.74;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
ясопюярхм 25лц ра ╧20;2.0;108.63;131.25;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
рерпюжхйкхм цк люгэ 1% 10ц;2.0;38.02;47.58;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
тпсйрнгю 500ц;2.0;66.77;88.32;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
ьхонбмхй окндш 100ц;1.0;29.9;43.35;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
яйхохдюп фекрши щл-ъ д/бюмм 250лк;1.0;141.9;205.75;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
йнпбюкнк 25лк тюпляр-р;3.0;9.56;12.9;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
щбйюкхорю люякн 15лк тк-йюо;1.0;24.04;34.85;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
йнкле юло ╧4;1.0;1359.16;1708.66;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
пеоеимне люякн я йпюохбни 150лк;1.0;41.96;60.84;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
пхмгюяхо онп 5ц ╧10 юоекэяхм;1.0;156.39;208.44;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
жхйкнтепнм 150лц ра ╧10;1.0;143.22;174.27;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
пюсмюрхм 2лц ра ╧50;1.0;77.07;104.04;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
оюпнднмрнк юйрхб г/о 63ц;1.0;29.83;43.25;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
теппн-тнкэцюллю йюоя ╧20;1.0;206.05;278.16;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
йкнрпхлюгнк йпел 1% 20ц цкюйян;1.0;71.61;94.65;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
анпнбюъ люрйю йюокх 100лк;1.0;102.64;148.82;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
усдеел гю мед бецер йнлокейя 5дм;1.0;536.26;777.57;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
ьюктеи оюяр ╧12;1.0;82.23;109.6;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
целюрнцем псяя деряй 40ц;20.0;7.94;11.51;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
юмюкэцхм-ухмхм ра ╧20;1.0;50.93;65.94;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
юяйнпахмнбюъ й-рю я яюу + юоек ра ╧10;20.0;3.52;5.1;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
кнпхярю 50лц ра ╧30;1.0;163.79;198.87;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
цхдпнйнпрхгнм 0,5% цк люгэ 3ц пняяхъ;1.0;29.92;37.4;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
йнпдхюлхм тк 25лк;1.0;108.46;142.34;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
ахмр щкюяр 8у1 рнмся яп;1.0;47.63;59.38;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
югхрпнлхжхм 250лц йюоя ╧6 нгнм;1.0;35.64;45.73;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
кебняхм люгэ 40ц;1.0;69.78;84.26;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
днпгнор 2% 5лк цк йюокх тк-йюо;1.0;287.98;347.72;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
цкхжхм тнпре ра ╧20 щбюкюп;1.0;36.86;53.44;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
гюфхбхрекэ аюкэгюл д/пюм 30лк;1.0;54.45;78.95;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
опеярюмя 10/5 ра ╧30;1.0;656.88;844.28;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
юлкндхохм 10лц ра ╧30 нгнм;5.0;25.7;32.85;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
кеямни а-л нонк дса/охурю 400лк;1.0;85.29;123.67;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
гб днфдэ 2б1 нямнб+гюйпео д/мнцр 5,6лк;1.0;29.75;43.13;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
днооекэцепж бемнрнмхй 250лк;1.0;312.21;452.69;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
хбюм-вюи (йхопеи) рпюбю т/о ╧20;1.0;16.68;24.19;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
яслюрпхорюм 100лц ра ╧2;1.0;132.66;175.0;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
осяршьйю "скшайю" а/йнкэжю хмд союй;1.0;13.68;18.46;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
гек юо люякн д/бюм/дсь яюмдюк/мепнк/пнг 250лк;1.0;132.31;177.14;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
бхкемрю люяйю йнк гек вюи/лърю ╧1;1.0;35.4;51.32;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
пюярнпноью 100ц онпньнй ахнйнл;3.0;27.6;37.26;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
мн-ьою 40лц ра ╧24;1.0;115.9;139.36;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
мнпрхбюм 160лц ра N30;1.0;283.98;383.37;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
пнгсйюпд 40лц ра ╧30;1.0;942.68;1225.48;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
аюкэгюл дхйскъ рхаеряйхи 100лк;1.0;108.0;156.6;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
гь ьюло бняярюмнб ярпсйр бнкня о/кнлй 350лк;1.0;106.23;144.51;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
кеямни аюкэгюл г/о йнлокейя тнпре 75лк;1.0;59.91;86.86;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
мспнтем щйяопеяя кедх 400лц ра ╧12;1.0;178.2;216.66;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
кеийнокюяршпэ аюйреп 2,5у7,2 бкюцняр;1.0;4.07;4.57;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
юор янчг люякн охурш 10лк;1.0;30.26;43.87;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
бюкнйнпдхм-днйяхкюлхм 20лк/25лк;1.0;170.65;230.37;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
люцхйнокюяр окюяршпэ нр йюькъ д/дер ╧1;1.0;72.59;97.99;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
гекемши йнте 100ц хлахпэ;1.0;149.44;216.68;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
гб днфдэ сйпео д/мнцр йепюрхм бхр е бхр F  5,6лк;1.0;29.75;43.13;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
юор янчг люякн пеоеимне пнлюьйю 80лк;1.0;36.45;52.85;2015-02-28 00:00:00.00; ннн "тХПЛЮ цхяя";;
йюпдхюяй 100лц ра ╧30;1.0;31.8;40.92;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
лнкнйннряня AVENT псвм 86810/86820;1.0;2175.35;2827.95;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
рнтт окчя йюоя ╧10;1.0;67.81;67.81;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
индю п-п 5% 10лк;3.0;7.06;9.53;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
йнпдюткейя 10лц ра ╧100;2.0;84.15;100.55;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
к-рхпнйяхм 100лйц ра ╧100;1.0;127.37;153.16;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
люцмхъ яскэтюр онп 25ц;1.0;31.02;41.87;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
лейяхднк 5% 2лк юло ╧10;1.0;362.05;438.03;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
лсйюкрхм 50лц ра ╧10;10.0;7.26;9.8;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
мюгхбхм яопеи 0,05% тк 10лк;2.0;123.09;166.17;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
нйянкхмнбюъ люгэ 0,25% 10ц;2.0;12.87;17.37;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
яюмнпхм йюокх 0,1% 10лк;1.0;83.16;97.63;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
жепеапнкхгхм 5лк юло ╧5;1.0;799.16;908.14;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
яюктерйх юйрхбрейя юйт ╧1;10.0;16.148;21.8;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
щмгхярюк ра ╧20;1.0;74.91;101.12;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
цнмюднрпнохм 500ед юло ╧5;1.0;341.0;406.31;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
рюмрсл бепде яопеи 30лк;2.0;299.09;403.77;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
жхтпюм 500лц ра ╧10;1.0;70.2;84.3;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
фюмхм дп ╧21у3;1.0;1900.36;2470.46;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
рюмрсл бепде тк 120лк;1.0;278.74;376.29;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
рнтт окчя йюоя ╧10;1.0;65.35;65.35;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
юйпхдепл яй люгэ 30ц;1.0;226.82;306.2;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
а-л д/цса аек пнг л оепк 4/4,5ц;1.0;87.91;127.46;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
нйремхяеор п-п 250лк;1.0;672.01;907.21;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
йнкдпейя чмх онп ╧10;1.0;246.4;332.63;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
опеярюпхсл ю 5лц ра ╧30;1.0;397.85;476.99;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
юлнйяхжхккхм 500лц ра ╧20;7.0;35.86;44.38;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
нлюпнм ра ╧60;1.0;141.9;191.56;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
цхмйнсл йюоя ╧30;1.0;166.65;224.97;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
яноекйю окюяршпэ ╧4;1.0;152.57;205.96;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
ахдно 5лц ра ╧28;1.0;143.66;172.67;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
нжхккнйнйжхмсл 12днг цпюм;1.0;523.27;706.41;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
индю п-п 5% 25лк;2.0;12.84;17.33;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
кюйрхмер ра ╧28;1.0;741.18;963.53;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
йнлокхбхр яхъмхе ╧30;1.0;227.74;330.22;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
дшьх люякн яопеи 30лк;1.0;195.42;283.35;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
аепсьх ╧4 MOLDEX;1.0;66.99;90.43;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
цкхлеохпхд 4лц ра ╧30 тюпляр;1.0;265.87;358.92;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
бхь хдеюк бб йпел яберкши р40лк л591080;1.0;631.3;852.25;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
дхйкнтемюй цекэ 5% 30ц яхм;1.0;35.2;47.52;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
гь ьюло д/лсф юмрхоепунрэ 250лк;1.0;87.06;126.23;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
мспнтем цекэ 5% 50ц щйяопеяя;1.0;136.18;163.4;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
аюгхпнм юя 2,5% цекэ 40ц рсаю;1.0;611.71;795.22;2015-02-13 00:00:00.00; ннн "тХПЛЮ цхяя";;
кхднйюхм 2% 2лк юло ╧10;1.0;20.85;25.8;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
дхйкнтемюй люгэ 1% 30ц;1.0;10.97;14.77;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
йнпбюкнк 25лк тюпляр-р;5.0;9.1;12.28;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
пхяонкеор 2лц ра ╧20;2.0;603.34;603.34;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
юяйнпахмнбюъ й-рю я цкчй ра ╧10;20.0;1.81;2.61;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
яюмрхлхм бхьмъ тхрнвюи 2ц т/о ╧30;1.0;61.9;61.9;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
цкхюрхкхм 400лц йюоя ╧14;2.0;713.06;810.3;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
осяршьйю "аюанвйю" я йнкэжнл хмд союй 1211;1.0;11.34;15.3;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
реплнлерп ледхжхмяйхи;7.0;50.5;67.99;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
щлнкхсл щлскэяхъ д/йсоюмхъ 200лк;1.0;720.33;720.33;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
юлохжхккхмю р/ц ра ╧20;10.0;11.68;14.45;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
юмюкэцхм ра ╧10;40.0;6.26;8.42;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
южерхкяюкхжхкнбюъ й-рю ра ╧10;25.0;2.2;2.72;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
аюрнмвхй йя йнйня+йюйюн+ьнй цк 50ц;1.0;11.64;16.82;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
ахмр м/я 5у10 хмд со;2.0;4.28;5.77;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
анпн окчя 20/25ц гекемши;1.0;36.01;52.05;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
анпн окчя 20/25ц пнгнбши;1.0;25.45;36.78;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
бюкепхюмш м-йю 25лк;10.0;9.44;12.71;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
цнпвхвмхй-оюйер ╧10;1.0;8.05;10.86;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
йюкемдскю люгэ 30ц;2.0;39.01;52.52;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
люяйю мю пегхмйюу ╧1;19.0;1.5;2.02;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
лемнбюгхм 40лк;16.0;9.37;12.61;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
лхмдюкэмне люякн 50лк;1.0;31.22;45.26;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
лърш кхяр т/о ╧20;1.0;21.51;28.96;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
мюгхбхм 0,05% тк 10лк;3.0;117.6;158.75;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
мюрпхъ укнпхд 0,9% 200лк;56.0;23.5;29.04;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
мюрпхъ укнпхд 0,9% 400лк;15.0;26.25;34.81;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
мхярюрхм 500ре ра ╧20;8.0;12.74;15.77;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
мхрпнцкхжепхм йюоя ╧40;1.0;12.06;14.94;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
мнбнйюхм 0,5% 5лк юло ╧10;1.0;21.12;26.13;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
нпрнтем 0,025 ра ╧30 рюрухл;7.0;8.6;10.73;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
опнйкюдйх лхдхм д/цпсдх ╧30;1.0;99.76;134.32;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
пюмхрхдхм 150лц ра ╧20;3.0;9.6;11.99;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
пюярнпноью 100ц ьпнр;1.0;24.16;34.92;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
пханйяхм 200лц ра ╧50;2.0;13.71;18.45;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
яхмюткюм люгэ 15ц;5.0;11.09;14.93;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
янкйняепхк цекэ д/цкюг 5ц;1.0;278.45;371.13;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
янтпюдейя йюокх 5лк;1.0;215.47;287.18;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
ярпеорнжхд люгэ 10% 25ц аюмйю;1.0;50.0;67.32;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
реилспнбю оюярю 50ц;2.0;32.97;44.39;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
тспюжхкхм 20лц ра ╧10;6.0;42.06;56.63;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
вхярнрек ясоеп 1лк;1.0;11.05;16.01;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
ьхонбмхйю люякн 50лк бхтхреу бмсрп;1.0;128.57;173.12;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
щмюл 20лц ра ╧20;1.0;71.97;90.36;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
йюорнопхк 25лц ра ╧40 опюмю;1.0;6.96;8.98;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
