мЮХЛЕМНБЮМХЕ;йНК-БН;жЕМЮ ОНЯР;жЕМЮ ПНГМ;дЮРЮ;оНЯРЮБЫХЙ;оПНХГБНДХРЕКЭ;яРПЮМЮ
лхдхюмю ра ╧21у3;1.0;1505.59;1505.59;2015-02-09 00:00:00.00; ннн "тХПЛЮ цхяя";;
юмрх-юмцхм яопеи 25лк;1.0;166.98;221.74;2015-02-09 00:00:00.00; ннн "тХПЛЮ цхяя";;
йернпнк цекэ 2% 30ц;1.0;157.74;208.55;2015-02-09 00:00:00.00; ннн "тХПЛЮ цхяя";;
лекнйяхйюл 0,01/лк 1,5лк юло ╧3 йюмнмтюплю;1.0;246.8;246.8;2015-02-09 00:00:00.00; ннн "тХПЛЮ цхяя";;
рхлнкнк 0,25% цк йюокх 5лк пслшмхъ;1.0;25.63;32.33;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
ондц-йх репегю демэ п 3 L ╧10;1.0;312.0;438.64;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
онлюдю юб накеохую 2,8ц;1.0;18.03;26.14;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
южж 200 ьхо ра ╧20;1.0;228.14;305.17;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
янпахтеп дспскея ра ╧30;2.0;311.52;412.15;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
юяйнпхк ра ╧20;1.0;217.47;290.92;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
южхйкнбхп люгэ 5% 10ц;3.0;10.34;12.8;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
янпахр онп 500ц;1.0;60.06;80.33;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
нкюгнкэ ющп 80ц;1.0;158.4;213.83;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
юйпхдепл яй люгэ 30ц;1.0;226.93;306.35;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
юлнйяхйкюб 625лц ра ╧15;2.0;336.83;405.48;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
юлнйяхжхккхм цпюм д/ясяо тк 100лк ут;1.0;101.55;137.09;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
юяйнпхк щйяоейрнпюмр яхпно 100лк;1.0;190.19;254.63;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
южхйкнбхп люгэ 5% 5ц;3.0;9.41;11.65;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
южж 200 цпюм ╧20 юоекэяхм;5.0;107.58;129.45;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
ахмр щкюяр 8у3 смцю яп;2.0;74.25;95.27;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
ахтхдслаюйрепхм 5днг оюй ╧10;1.0;77.0;92.6;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
ахтхдслаюйрепхм 5днг тк ╧10;2.0;69.3;83.12;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
бхрюлхм D3 бнд п-п 10лк /юйбюдерпхл;1.0;168.52;203.62;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
цюкюгнкхм 0,1% 10лк;3.0;30.8;38.55;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
цедекхйя яхпно 100лк;2.0;266.31;359.05;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
цкхмю цнксаюъ 100ц;3.0;15.81;22.92;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
дейюпхя 50лц ра ╧2;1.0;63.47;75.63;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
йюкэжхи д3 мхйнлед ра ╧50 юоекэя;1.0;259.49;350.31;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
йнпрейяхм онп 10лц тк ╧10;3.0;1018.49;1324.03;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
йпсфйю щялюпую ╧1;1.0;97.35;125.33;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
к-рхпнйяхм 100лйц ра ╧100;3.0;127.74;153.53;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
кюгнкбюм п-п д/хмц-и 7,5лц/лк 100лк;3.0;330.06;400.43;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
кебнлейнкэ люгэ 40ц;1.0;75.59;102.04;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
кебнлхжерхм 0,5ц ра ╧10;5.0;18.68;23.11;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
кноепюлхд 2лц йюоя ╧20;3.0;15.62;19.34;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
люцмхъ яскэтюр юло 10,0 ╧10;1.0;23.12;28.61;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
дфнмянм люякн деряйне пнлюьйю 200лк;1.0;123.57;179.17;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
лейяхднк 5% 2лк юло ╧10;7.0;362.05;438.03;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
лхйняонп мюанп;1.0;918.39;1193.9;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
лчякх ъакнйн б инцспре 30ц;1.0;20.92;30.33;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
мхгнпюк ьюлосмэ 60лк;1.0;468.6;632.61;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
нйянкхмнбюъ люгэ 0,25% 10ц;12.0;12.87;17.37;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
оепяхйнбне люякн 25лк лхппю;1.0;17.44;25.28;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
охпюмрек ясяо 15лк хмдхъ;1.0;27.38;33.88;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
опегепбюрхбш CONTEX CLASSIC ╧3;1.0;76.56;103.35;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
опнгепхм 0,05% 1лк юло ╧10;2.0;46.86;60.16;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
нрпсах оьемхжю я лнпйнбэч 200ц;1.0;37.76;50.97;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
пецскнм ра ╧21;1.0;343.81;464.14;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
пелюмрюдхм 50лц ра ╧20;10.0;35.42;46.79;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
пеоеимне люякн я йп оепжел 100лк;1.0;31.19;41.53;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
пхн гюлемхрекэ яюуюпю ╧300;2.0;58.3;78.7;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
пнлюьйю жберйх 1,5ц т/о ╧20;15.0;22.41;32.49;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
яюкхжхкнбни й-рш п-п 1% 40лк;1.0;6.42;7.95;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
яхмсопер дп ╧50;3.0;250.25;331.17;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
яйхохдюпмюъ люгэ 25ц рсаю;3.0;38.72;50.96;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
янкйняепхк люгэ 5% 20ц;1.0;145.86;194.06;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
ясопхлю-апнмун яхпно 100лк;1.0;101.53;133.56;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
релоюкцхм ра ╧10;20.0;27.126;36.62;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
репфхмюм бюц ра ╧10;1.0;390.28;526.87;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
рнрелю 10лк юло ╧20;1.0;299.97;387.63;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
рпхунонк 250лц ра ╧20;4.0;68.2;82.26;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
спнкнцхв яанп т/о ╧20 тхрнметпнк йпц;3.0;52.32;70.63;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
тепбейя онп ╧8 аег яюу;1.0;226.89;306.3;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
ухкюй тнпре йюокх 100лк;1.0;413.27;557.91;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
ухкюй тнпре йюокх 30лк;2.0;192.61;277.15;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
вюи онусдеи люмдюпхм+юоекэяхм т/о ╧30;1.0;41.42;60.05;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
ьхонбмхй окндш т/о ╧20;1.0;36.01;48.61;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
ьсмцхр йпел-аюкэгюл 75лк;1.0;80.0;115.99;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
щйгндепхк йпел 1% 15ц;1.0;362.89;479.55;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
онднпнфмхй кхяр т/о ╧20;2.0;29.29;39.54;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
пеоеимне люякн я йп оепжел 150лк;1.0;42.41;61.49;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
пеммх лърю аег яюуюпю ра ╧24;1.0;166.87;225.27;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
яюктерйх юйбющкэ бк гек вюи ╧100;1.0;55.66;80.7;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
кюгнкбюм яхпно 30лц/5лк 100лк;1.0;227.26;276.52;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
охлютсжхм 2% йпел 30ц;1.0;238.15;319.64;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
яюаекэмхй йпел д/рекю 125лк;1.0;77.88;112.92;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
йнмйнп 2,5лц ра ╧30;4.0;150.92;180.5;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
южж 100 ьхо ра ╧20;1.0;192.75;260.21;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
кеийнокюяршпэ аюйреп 2,5у7,2;20.0;1.43;1.87;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
пхмгюяхо онп 5ц ╧5 юоекэяхм;1.0;96.03;129.9;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
щцхкнй 50лц ра ╧60;1.0;122.8;148.32;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
щкнйнл 0,1% княэнм 30лк;1.0;182.05;219.49;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
щмюкюопхк 20лц ра ╧20 цейяюк;2.0;74.14;88.72;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
щтхпмне люякн юоекэяхм 15лк;3.0;22.42;32.5;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
щтхпмне люякн кюбюмдю 10лк;4.0;39.25;50.59;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
щтхпмне люякн пнглюпхм 10лк;1.0;36.98;52.09;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
кхмйюя кнп лед-кхлнм оюяр ╧16;2.0;62.96;84.99;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
люлхмю яйюгйю в/м т/о ╧20;1.0;63.5;85.72;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
кеямни аюкэгюл г/о дса/охурю 75лк;1.0;34.76;50.4;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
цпхоонткч люкхмю онп д/п-пю ╧10;1.0;122.98;165.8;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
целюрнцем псяя я кея нпеу 40ц;1.0;10.29;14.11;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
лхйпнкюйя п-п лхйпнйкхглю ╧4;1.0;234.08;316.0;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
тпем сщ бняярюм онбп мнцр 15лк;1.0;70.09;100.45;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
тпем сщ сйпеохрекэ мнцреи 15лк;1.0;81.5;117.0;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
нбеянк 250лц ра ╧40;1.0;130.71;189.36;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
пнлюьйю жберйх 1,5ц т/о ╧20 йпюямнц;2.0;36.41;47.74;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
мхрпнцкхжепхм ра ╧40 тюплюлед;1.0;36.63;46.57;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
яхпно опх йюьке 100лк;1.0;49.56;71.86;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
мспнтем ясяо д/д 100лк йкса;2.0;110.66;132.93;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
хмднлерюжхм 100лц яб ╧10 юк;1.0;52.47;70.74;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
гнкнрни ся мр бюпхйнг 75лк;1.0;65.49;94.96;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
юяйкегюм ю йпел 75ц;1.0;85.64;124.17;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
мюрсперрн бхр Fe йксамхйю ра 39ц;9.0;35.25;48.6;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
реплнлерп жхтп LD-300;1.0;120.47;162.42;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
тюлнрхдхм 40лц ра ╧20 пняяхъ;1.0;18.26;22.68;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
мюрсперрн бхр лскэр люкхмю ра 39ц;2.0;37.08;50.43;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
реяр мю аепел EVITEST ╧2;2.0;93.59;126.34;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
опнрхбнцелнппнхд яанп т/о ╧20 /опнйрнтхрнк;1.0;43.12;56.89;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
мхлскхд 50лц/5лк ясяо 60лк;5.0;113.55;153.29;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
осяршьйю "йпную" я йнкэжнл хмд союй;1.0;14.08;17.42;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
пюявеяйю х ыерйю деряйхе 19521;1.0;103.09;149.63;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
дфнмянм йпел мо гюы опнцск 75ц;1.0;126.0;182.69;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
лхйнгнпюк ьюлосмэ 2% тк 60ц;2.0;195.69;262.97;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
юднмхя-апнл ра ╧20;1.0;57.48;77.59;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
911-рпюблюкцнм цекэ дкъ рекю 100лк;1.0;46.11;66.85;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
кеямни а-л нонк пнлюьйю/аепегю 250лк;1.0;65.69;95.25;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
юяйнпахмнбюъ й-рю я яюу + юоек ра ╧10;15.0;3.52;5.1;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
яюаекэмхй тхрнвюи 50ц юкрюи;1.0;39.22;47.79;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
нпбхпел яхпно 2лц/лк 100лк д/дереи;1.0;176.66;235.18;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
яхлбюярюрхм 10лц ра ╧30;3.0;38.51;51.65;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
беппсйюжхд п-п д/мюпсф 2ц;1.0;150.04;207.53;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
рюспхм 4% 10лк цк йюокх тк-йюо;20.0;6.05;8.16;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
рпнйяепсрхм 300лц йюоя ╧50 бпюлед;1.0;199.18;268.89;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
кнпхярю 25лц ра ╧30;1.0;156.13;189.63;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
хмцюбхпхм 90лц йюоя ╧7;3.0;381.5;464.62;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
реяр мю аепел йюя+охоер;2.0;26.51;34.59;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
дхйкнтемюй люгэ 2% 30ц;1.0;9.68;12.82;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
юлнйяхйкюб онп д/ясяо 250лц+62,5лц/5лк;1.0;249.98;300.59;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
цнленбнйя ра ╧60;2.0;181.72;242.74;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
пхмхйнкд онп 5ц ╧5 юоекэяхм;1.0;80.19;104.48;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
репахмютхм йпел 1% 30ц бепрейя;2.0;102.08;134.57;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
дфняер яхпно тк 100лк;2.0;130.12;175.66;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
кнрнянмхй ра ╧10;1.0;115.72;156.22;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
цемтепнм 125 000ле яб ╧10 кюир;5.0;164.89;222.6;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
опедхгхм перюпд 35лц ра ╧60;1.0;393.73;531.53;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
юрнпхя 20лц ра ╧90;1.0;963.05;1104.38;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
репю-ткч кхлнм онп ╧4;1.0;122.05;164.76;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
йюбхмрнм тнпре 10лц ра ╧90;1.0;539.33;649.38;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
жетюкейяхм 500лц йюоя ╧16;1.0;71.3;85.86;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
бемюпся 500лц ра ╧30;1.0;436.26;588.95;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
щцхкнй перюпд 50лц ра ╧30;1.0;178.75;215.47;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
бемюпся 500лц ра ╧60;1.0;839.08;1090.8;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
дн х оняке йпел д/мнц нр рпеы ярсом 50лк;1.0;44.92;65.13;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
янкоюдехм тюяр пюярб ра ╧8;1.0;87.34;116.98;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
нкбеиг PLATINUM COLLECT скэрпю ясоеп+ ╧16 дсн;1.0;180.08;261.11;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
репахмютхм 250лц ра ╧14;1.0;330.0;445.49;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
яюктерйх EURON CARE нр опнкефмеи ╧64;2.0;99.474;144.23;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
ущддпеяя яшб-йнмж хмремя о/бшоюд бнк 6у5лк;1.0;84.7;122.81;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
рпнйяепсрхм 2% цекэ 40ц беропнл;1.0;36.08;48.7;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
яхяреим скэрпю цк йюокх 15лк;1.0;411.18;555.09;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
дюмжхк 0,3% 5лк цк/сьм йюокх т-й;5.0;138.27;165.96;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
яслюрпхорюм 100лц ра ╧2;1.0;121.06;163.43;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
яслюрпхорюм 100лц ра ╧2;1.0;121.06;163.43;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
юор янчг ьюло я Zn о/оепу 150лк;1.0;154.0;223.3;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
яслюрпхорюм 50лц ра ╧2;2.0;71.15;96.05;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
яхкйнтхйя кеий-пэ рйюм 3у500;1.0;31.79;41.23;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
яхкйнтхйя кеий-пэ рйюм 5у500;1.0;49.72;67.12;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
пюярнпноью 100ц онпньнй ахнйнл;2.0;27.6;37.26;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
мн-ьою 40лц ра ╧24;8.0;117.81;141.27;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
онлюдю наберпхбюмхе 4ц;3.0;22.13;30.94;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
мнпрхбюм 160лц ра N30;1.0;254.65;343.77;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
оюмцпнк 10000ед йюоя ╧20;1.0;245.65;293.96;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
люплекюд тпс рпсанвйю юяянпрх 35ц;2.0;14.95;21.67;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
тпем сщ сбкюф цекэ сйпео 15лк;1.0;98.53;142.86;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
кеийнокюяршпэ лнг ╧6 чмх;2.0;37.62;50.78;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
ьюктеи ра ╧20 тюплопндсйр;1.0;29.91;41.6;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
аюкэгюл дхйскъ рхаеряйхи 100лк;2.0;108.0;156.6;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
оюмйпеюрхм 0,25 ра ╧60 хпахр;5.0;32.45;42.33;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
яопхмжнбйю ╧12ю йхебцслю;1.0;55.11;74.39;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
тпем сщ мнбеиьхи сйпеохрекэ мнцреи 15лк;1.0;105.74;153.32;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
люякн гюпндшьеи оьемхжш йюоя ╧100;1.0;67.5;97.87;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
кеийнокюяршпэ лнг ╧11 яюкхонд;1.0;61.71;81.28;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
пеммх нукюфдючыхи ра ╧24;1.0;96.25;148.44;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
щйяедпхм ра ╧10;2.0;118.05;159.36;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
юор янчг люякн охурш 10лк;2.0;30.26;43.87;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
ден йнмрпнкэ дег йпел д/мнц 80лк;1.0;52.63;76.31;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
кньюд днгю а-л-цекэ 200лк;1.0;112.5;163.12;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
цхдпнйнпрхгнм люгэ 10ц юйня/яхмрег;1.0;17.6;21.8;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
реяр мю нбскъжхч бшянйнвсбяр ╧5;1.0;96.36;117.53;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
ьюктеи кхяр 50ц йпюямнцнп;1.0;35.86;46.83;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
яокюр дфсях г/о д/д йхбх-йксамхйю 35лк;1.0;84.18;84.18;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
яокюр гса мхрэ назел йюпдюлнм 30л;1.0;141.5;141.5;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
ондц-йх мм дер янтр щмд дпюи лхмх 3-6йц ╧16;1.0;112.75;152.21;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
якхл йнд юоекэяхм т/о ╧30;1.0;58.5;84.82;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
бхь кхтр ю ясопел йп о/лнпы ясу 50лк;1.0;1116.28;1506.97;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
бхь кхтр ю ясопел йп о/лнпы д/соп мнпл йнла 50лк;1.0;1115.69;1506.18;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
бхь нл цекэ+йпел хдеюкхгюрнп 50лк;1.0;1076.16;1452.81;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
цкхлеохпхд 1лц ра ╧30 йюмнм;1.0;116.49;157.26;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
яоюглюкцнм ра ╧10;1.0;80.63;108.85;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
репю-ткч кхлнм онп ╧10;5.0;239.0;322.23;2015-02-12 00:00:00.00; ннн "тХПЛЮ цхяя";;
ахмр ярепхк 10у16;13.0;14.84;20.03;2015-02-09 00:00:00.00; ннн "тХПЛЮ цхяя";;
дса йнпю 75ц;1.0;17.57;23.71;2015-02-09 00:00:00.00; ннн "тХПЛЮ цхяя";;
нрпсах оьемхжю 200ц ахнйнп;1.0;29.58;39.93;2015-02-09 00:00:00.00; ннн "тХПЛЮ цхяя";;
яоюгцюм ра ╧10;4.0;21.861;29.51;2015-02-09 00:00:00.00; ннн "тХПЛЮ цхяя";;
целюрнцем юооерхрмши 40/50ц;1.0;11.47;16.63;2015-02-09 00:00:00.00; ннн "тХПЛЮ цхяя";;
щбйюкхор кхяр 50ц;1.0;16.54;23.98;2015-02-09 00:00:00.00; ннн "тХПЛЮ цхяя";;
онпньнй гсамни нраек 75ц/140лк тхрнйнял;1.0;15.69;22.75;2015-02-09 00:00:00.00; ннн "тХПЛЮ цхяя";;
ахмр ярепхк 7у10;9.0;5.55;7.49;2015-02-09 00:00:00.00; ннн "тХПЛЮ цхяя";;
аюухкш б хмд союйнбйе VIP оюпю;42.0;2.58;3.48;2015-02-09 00:00:00.00; ннн "тХПЛЮ цхяя";;
жхмйнбюъ люгэ 30ц рсаю;1.0;26.46;35.72;2015-02-09 00:00:00.00; ннн "тХПЛЮ цхяя";;
жхйнпхи мюрсп фюп йся 150ц;1.0;42.78;62.03;2015-02-09 00:00:00.00; ннн "тХПЛЮ цхяя";;
опегепбюрхбш пнлен х дфскэеррю ╧3;1.0;16.41;22.15;2015-02-09 00:00:00.00; ннн "тХПЛЮ цхяя";;
опегепбюрхбш VIVA рнвевмше ╧3;1.0;25.42;34.31;2015-02-09 00:00:00.00; ннн "тХПЛЮ цхяя";;
